시간,일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),지면온도(°C),시정(10m),전력거래량
11,1,2.66,8,0,37.3,1995,6.141373
12,1,2.54,8,5,43,1970,7.665216
13,1,3.02,6,4,46.1,1678,6.037785
14,1,2.36,8,5,41.3,1959,5.754284
15,1,1.96,8,6,39.5,1980,4.394881
16,1,1.6,5,2,38.3,1978,2.636333
17,0.8,0.94,8,6,33.4,2000,1.070375
18,0.3,0.35,9,9,26.8,2000,0.038882
19,0,0.02,10,10,24.3,1822,0
20,0,0,9,9,22.9,2000,0
21,0,0,9,0,22.2,2000,0
22,0,0,10,10,21.6,2000,0
23,0,0,9,9,20.9,2000,0
0,0,0,9,0,20.5,2000,0
1,0,0,9,9,20.1,2000,0
2,0,0,10,9,20,2000,0
3,0,0,9,7,19.9,2000,0
4,0,0,7,3,19.3,2000,0
5,0,0,2,0,17.7,2000,0
6,0,0,0,0,17.3,2000,0.07108
7,0.4,0.11,0,0,17.4,2000,1.062584
8,1,0.77,0,0,18.2,1960,3.141367
9,1,1.51,0,0,22.2,1934,5.148119
10,1,2.09,0,0,30.7,1907,6.59817
11,1,2.62,0,0,38.3,1868,7.493917
12,1,2.92,0,0,43.2,1930,7.856299
13,1,3,0,0,45.4,1988,7.718289
14,1,2.81,0,0,44.8,1994,7.161752
15,1,2.46,0,0,42.2,2000,5.965006
16,1,1.91,0,0,38.4,2000,3.990185
17,1,1.19,0,0,31.3,2000,1.591421
18,1,0.48,0,0,23,2000,0.102402
19,0.3,0.03,0,0,19.9,2000,0
20,0,0,0,0,18.4,2000,0
21,0,0,0,0,17.3,2000,0
22,0,0,0,0,16.6,2000,0
23,0,0,0,0,15.8,2000,0
0,0,0,0,0,15.1,2000,0
1,0,0,0,0,14.4,2000,0
2,0,0,4,0,14.2,2000,0
3,0,0,0,0,13.9,2000,0
4,0,0,0,0,13.7,2000,0
5,0,0,0,0,13.6,2000,0
6,0,0,0,0,13.6,2000,0.063646
7,0.4,0.11,0,0,14,2000,1.058658
8,1,0.74,0,0,15.5,2000,3.125886
9,1,1.45,0,0,20.7,2000,5.083476
10,1,2.05,0,0,29.9,1929,6.47954
11,1,2.58,1,0,38,2000,7.143763
12,1,2.71,6,5,39.7,1942,6.729884
13,1,2.74,7,3,46.1,1910,6.77774
14,1,2.35,7,4,41.6,1901,6.054375
15,1,2.08,4,0,41.1,1919,5.141593
16,1,1.79,4,0,39,1897,2.952667
17,0.8,0.96,8,0,29,2000,0.657328
18,0,0.23,8,0,24.5,2000,0.061053
19,0,0.04,8,7,21.2,1828,0
20,0,0,5,5,19,2000,0
21,0,0,3,0,17.5,2000,0
22,0,0,4,4,16.7,2000,0
23,0,0,6,3,16.1,2000,0
0,0,0,7,0,15.9,2000,0
1,0,0,7,1,15.1,2000,0
2,0,0,9,9,16,2000,0
3,0,0,9,9,16.1,2000,0
4,0,0,9,9,16.3,2000,0
5,0,0,9,9,16.3,2000,0
6,0,0,9,9,16.4,2000,0.04045
7,0,0.04,9,9,16.3,2000,0.833969
8,0,0.36,9,9,19.3,2000,1.364552
9,0.1,0.6,9,9,22.2,2000,1.904218
10,0,0.72,9,9,23.9,1992,2.67322
11,0,0.9,10,3,26.6,1977,3.321907
12,0,1.28,10,2,29.1,2000,4.308473
13,0.6,1.72,9,9,34.6,1958,3.551449
14,0.6,1.47,9,4,30.3,2000,1.753566
15,0,0.66,9,9,28.2,1902,1.400097
16,0,0.53,9,9,24.7,1981,0.654017
17,0,0.24,9,9,23.4,2000,0.255849
18,0,0.12,9,9,21.6,2000,0.003636
19,0,0,10,9,20.3,2000,0
20,0,0,10,10,19.9,2000,0
21,0,0,10,10,19.6,2000,0
22,0,0,0,0,19.5,2000,0
23,0,0,10,8,19,2000,0
0,0,0,10,10,18.8,2000,0
1,0,0,10,9,18.5,2000,0
2,0,0,10,7,18.3,2000,0
3,0,0,10,10,18.2,2000,0
4,0,0,10,10,18.1,2000,0
5,0,0,10,10,18,2000,0
6,0,0,10,10,18,2000,0.00048
7,0,0,10,10,18.1,2000,0.079704
8,0,0.06,10,10,18.8,2000,0.363227
9,0,0.16,10,10,20.1,1885,0.813654
10,0,0.34,10,10,21.6,2000,1.306624
11,0,0.49,10,10,24,2000,1.751585
12,0,0.7,9,9,25.5,2000,2.494857
13,0,1.06,10,10,27.4,1981,1.116272
14,0,0.49,10,10,24.2,1840,1.555631
15,0,0.58,10,6,25.9,2000,0.822207
16,0,0.31,10,10,23.3,2000,0.461483
17,0,0.21,10,10,21.9,2000,0.083071
18,0,0.04,10,10,20.5,2000,8.00E-05
19,0,0,10,9,19.7,2000,0
20,0,0,10,1,19.4,2000,0
21,0,0,9,9,18.8,2000,0
22,0,0,10,9,18.5,2000,0
23,0,0,10,9,18.3,2000,0
0,0,0,9,9,18.3,2000,0
1,0,0,10,9,18.1,2000,0
2,0,0,10,10,18,2000,0
3,0,0,10,10,17.9,2000,0
4,0,0,10,10,17.8,2000,0
5,0,0,10,1,17.8,2000,0
6,0,0,10,5,16.7,2000,0.0024
7,0,0.01,10,4,16.7,2000,0.132343
8,0,0.1,10,3,17.3,2000,0.525008
9,0,0.23,10,4,18.8,2000,0.954771
10,0,0.43,10,3,20.6,2000,0.851546
11,0,0.39,10,5,20.8,2000,1.144774
12,0,0.43,10,5,21.8,2000,1.149346
13,0,0.43,10,4,22.1,2000,1.051567
14,0,0.39,10,6,20.7,2000,0.909263
15,0,0.36,10,6,20,1710,0.626272
16,0,0.25,10,7,18.9,2000,0.301708
17,0,0.11,10,7,18.3,2000,0.098217
18,0,0.06,10,7,17.5,2000,0.023863
19,0,0.01,8,5,16.8,2000,0
20,0,0,10,1,17,2000,0
21,0,0,8,4,17.2,2000,0
22,0,0,9,9,17.4,2000,0
23,0,0,8,5,17,2000,0
0,0,0,7,3,16.4,2000,0
1,0,0,5,1,16.9,2000,0
2,0,0,5,0,15.9,2000,0
3,0,0,2,0,15,2000,0
4,0,0,5,5,14.7,2000,0
5,0,0,9,9,16.2,2000,0
6,0,0,8,8,15.8,2000,0.032489
7,0,0.03,8,8,16.5,2000,0.796716
8,0.3,0.45,6,6,18.9,2000,2.969793
9,1,1.51,0,0,20.3,2000,5.259737
10,1,2.09,1,1,29.6,1999,6.667957
11,1,2.47,3,3,38,1949,7.195932
12,1,2.94,4,4,43.4,2000,6.430483
13,0.9,2.55,5,5,41.6,1995,5.279611
14,0.5,1.33,7,7,29.7,2000,5.562639
15,0.6,1.13,6,6,28.5,2000,4.527968
16,0.6,1.06,6,6,30.8,2000,3.169252
17,1,0.89,5,5,29.5,1992,1.099248
18,1,0.45,5,5,22.5,2000,0.052335
19,0.1,0.02,3,0,19.2,2000,0
20,0,0,5,1,18.5,2000,0
21,0,0,0,0,16.9,2000,0
22,0,0,0,0,15.6,2000,0
23,0,0,0,0,14.9,2000,0
0,0,0,0,0,14.5,2000,0
1,0,0,0,0,14,2000,0
2,0,0,0,0,13.6,2000,0
3,0,0,0,0,13.1,2000,0
4,0,0,0,0,12.9,2000,0
5,0,0,0,0,12.7,2000,0
6,0,0,0,0,12.6,2000,0.044235
7,0.3,0.08,0,0,13.2,2000,1.00682
8,1,0.7,0,0,14.4,1916,3.132963
9,1,1.44,0,0,19.2,1786,5.112368
10,1,2.01,0,0,28.9,1652,6.516057
11,1,2.49,1,0,37.6,1957,7.302656
12,1,2.78,0,0,42.4,1932,7.498902
13,1,2.84,1,1,45.4,1968,7.176398
14,1,2.65,0,0,45.2,1752,6.573401
15,1,2.18,0,0,42.2,1731,5.430493
16,1,1.65,0,0,37.6,2000,3.429578
17,1,0.99,0,0,29.8,2000,1.251029
18,1,0.35,0,0,22.4,2000,0.043823
19,0.1,0.01,0,0,19.4,2000,0
20,0,0,0,0,18.3,2000,0
21,0,0,0,0,17.6,2000,0
22,0,0,0,0,16.8,2000,0
23,0,0,0,0,15.8,2000,0
0,0,0,0,0,15.3,1896,0
1,0,0,0,0,14.7,2000,0
2,0,0,0,0,14.2,2000,0
3,0,0,0,0,14,2000,0
4,0,0,0,0,14,2000,0
5,0,0,0,0,13.3,2000,0
6,0,0,0,0,13.4,2000,0.065608
7,0.3,0.07,4,0,14.2,2000,0.91772
8,1,0.56,4,0,16.1,1834,2.891112
9,1,1.39,5,0,21.1,1455,4.53132
10,1,1.83,6,0,28.8,1240,5.66512
11,1,2.17,7,0,36.1,1920,6.383655
12,1,2.51,8,0,42.7,1590,6.355539
13,1,2.32,8,0,40,1930,6.214539
14,1,2.22,8,0,42,2000,4.621131
15,1,1.69,8,0,39.3,1896,2.913315
16,0.5,1.02,9,0,32,1893,1.313777
17,0,0.49,10,0,27.5,1900,0.394808
18,0,0.17,10,0,24.1,1199,0.019293
19,0,0,9,7,21.6,1538,0
20,0,0,10,8,20.4,1244,0
21,0,0,9,0,19.3,1295,0
22,0,0,7,5,17.7,1431,0
23,0,0,8,0,17.5,1748,0
0,0,0,7,0,17.1,1707,0
1,0,0,8,1,16.9,1715,0
2,0,0,10,0,17,1594,0
3,0,0,9,0,17.1,1390,0
4,0,0,9,0,16.8,1509,0
5,0,0,8,0,16.5,1525,0
6,0,0,9,0,15.9,1627,0.030344
7,0,0.03,8,0,17.1,1927,0.8018
8,0.5,0.49,8,0,19.9,1916,2.261508
9,1,0.92,8,0,23.2,2000,4.183819
10,1,1.52,8,0,28.1,1261,5.45162
11,1,2.08,7,0,33.4,1455,5.943041
12,1,2.35,7,0,37.9,1950,6.321363
13,1,2.44,7,0,42.2,1973,6.582355
14,1,2.43,7,0,43.2,2000,4.857684
15,1,1.6,8,0,38.1,2000,2.768921
16,0.6,1.03,8,0,33.2,1955,1.140956
17,0,0.43,9,3,28.5,2000,0.408573
18,0,0.17,8,2,25.4,2000,0.049026
19,0,0.01,9,9,23.4,2000,0
20,0,0,10,9,22.6,2000,0
21,0,0,9,3,21.8,2000,0
22,0,0,10,10,21.3,2000,0
23,0,0,4,4,20.3,2000,0
0,0,0,9,9,20.1,2000,0
1,0,0,10,9,19.6,2000,0
2,0,0,8,7,18.9,2000,0
3,0,0,6,2,18,2000,0
4,0,0,7,3,17.8,2000,0
5,0,0,9,9,18,2000,0
6,0,0,9,5,17.8,2000,0.032915
7,0,0.03,9,5,18.4,2000,0.758949
8,0.4,0.41,9,7,20.9,1988,1.629839
9,0.2,0.66,9,5,24.1,2000,2.74849
10,0.2,1.16,9,3,28.9,2000,4.768756
11,0.8,1.7,9,0,33.7,1950,3.990739
12,0.4,1.35,9,0,32.8,1992,4.009833
13,0.3,1.46,9,3,34.5,2000,3.104801
14,0.1,1.28,9,0,34.9,2000,3.887809
15,0.7,1.29,9,1,34,2000,1.581747
16,0.4,0.68,9,1,28.9,2000,0.928946
17,0,0.28,9,6,27,2000,0.324471
18,0,0.12,9,6,24.3,2000,0.00014
19,0,0,9,6,22.6,2000,0
20,0,0,9,7,21.7,2000,0
21,0,0,9,9,21.3,2000,0
22,0,0,10,2,20.6,2000,0
23,0,0,9,7,20.2,2000,0
0,0,0,9,9,19.7,2000,0
1,0,0,9,9,19.9,2000,0
2,0,0,10,9,19.7,2000,0
3,0,0,9,9,19.4,2000,0
4,0,0,9,9,19.3,2000,0
5,0,0,8,8,18.9,2000,0
6,0,0,2,2,18,2000,0.028755
7,0,0.03,2,0,17.9,1999,0.728048
8,0.8,0.52,1,0,19.6,1928,2.629812
9,1,1.23,6,0,23.6,1721,4.25296
10,1,1.57,9,0,30.2,1916,4.579571
11,0.6,1.82,9,0,35.1,1682,5.345244
12,0.8,1.9,8,2,37.9,1855,6.185254
13,1,2.64,8,2,41,1808,5.52415
14,1,2.21,7,1,42.4,1779,4.946181
15,0.9,1.53,5,1,39.8,1667,4.466601
16,1,1.36,4,1,37,1819,2.711153
17,1,0.87,2,0,31.2,1940,0.898831
18,1,0.28,0,0,25.5,1965,0.022387
19,0,0.01,0,0,22.8,1936,0
20,0,0,2,0,21.4,1721,0
21,0,0,0,0,20.3,1531,0
22,0,0,2,0,19.4,1348,0
23,0,0,0,0,18.7,1292,0
0,0,0,0,0,18.1,1174,0
1,0,0,0,0,17.3,1183,0
2,0,0,0,0,17.1,1385,0
3,0,0,0,0,16.4,1202,0
4,0,0,0,0,15.9,1048,0
5,0,0,0,0,15.5,1009,0
6,0,0,0,0,15,1003,0.032096
7,0.1,0.05,0,0,15.4,959,0.704459
8,1,0.56,1,0,17.3,880,2.352644
9,1,1.24,2,0,21.2,856,4.609335
10,1,1.83,3,0,28.2,963,6.230853
11,1,2.27,0,0,35.5,1710,6.962407
12,1,2.71,0,0,41.1,1478,7.098041
13,1,2.73,0,0,43.9,1557,6.859589
14,1,2.52,0,0,44,1567,6.275926
15,1,2.12,0,0,41.6,1630,5.05162
16,1,1.58,0,0,38.2,1981,3.131319
17,1,0.93,0,0,30.6,1977,0.901703
18,1,0.29,0,0,24.2,2000,0.01549
19,0,0,0,0,21.6,1539,0
20,0,0,0,0,20.4,858,0
21,0,0,0,0,19.4,782,0
22,0,0,0,0,18.4,717,0
23,0,0,0,0,17.4,694,0
0,0,0,0,0,16.6,664,0
1,0,0,1,0,16.1,682,0
2,0,0,0,0,15.5,723,0
3,0,0,0,0,15,629,0
4,0,0,0,0,14.8,577,0
5,0,0,0,0,14.5,522,0
6,0,0,0,0,14.3,502,0.032447
7,0.1,0.05,0,0,14.5,505,0.861034
8,1,0.55,0,0,16.6,704,2.766441
9,1,1.29,0,0,20.3,933,4.744195
10,1,1.92,0,0,27.7,1224,6.183711
11,1,2.43,0,0,36.6,1254,6.881221
12,1,2.64,0,0,42.1,1452,7.101597
13,1,2.69,0,0,45.4,1332,6.789768
14,1,2.51,0,0,45.5,1597,5.870408
15,1,1.99,0,0,42.2,1326,4.301441
16,1,1.37,0,0,37.5,1144,2.25112
17,1,0.72,0,0,30.8,917,0.586153
18,0.4,0.21,0,0,25.4,687,0.011482
19,0,0,0,0,22.7,380,0
20,0,0,0,0,20.9,340,0
21,0,0,0,0,19.7,374,0
22,0,0,0,0,18.5,288,0
23,0,0,0,0,17.8,337,0
0,0,0,0,0,17,624,0
1,0,0,1,0,16.7,662,0
2,0,0,0,0,16.2,583,0
3,0,0,1,1,16.1,547,0
4,0,0,0,0,16,500,0
5,0,0,3,0,16.2,457,0
6,0,0,3,0,15.7,436,0.024706
7,0,0.04,7,2,16.2,420,0.646608
8,0.6,0.35,7,2,19,506,2.16482
9,0.9,0.93,8,5,23.5,542,3.244088
10,1,1.41,7,0,28.1,811,4.696217
11,1,1.92,7,0,34.3,1151,5.087702
12,1,1.93,8,0,37.1,1225,4.830383
13,1,1.85,8,0,38.6,1042,4.128102
14,1,1.73,8,0,38.4,895,2.983206
15,0.1,1.19,8,3,35.6,1073,2.242127
16,0.8,1.02,8,6,34.7,1202,1.423354
17,0.1,0.56,8,1,30,1308,0.284837
18,0,0.12,10,5,26.6,1223,0
19,0,0,9,4,24.7,856,0
20,0,0,9,8,24.5,615,0
21,0,0,8,5,22.7,744,0
22,0,0,8,1,21.9,971,0
23,0,0,10,3,21.2,449,0
0,0,0,8,8,20.7,492,0
1,0,0,8,8,20.6,391,0
2,0,0,8,7,21.1,436,0
3,0,0,9,4,21.4,455,0
4,0,0,10,7,21.6,180,0
5,0,0,10,3,21.3,321,0
6,0,0,10,10,21,332,0
7,0,0,10,10,21.3,522,0.104109
8,0,0.07,10,4,21.8,574,0.674414
9,0,0.31,10,6,23.2,759,1.1714
10,0,0.56,10,10,24.4,1035,1.413643
11,0,0.58,10,2,24.9,1412,1.105134
12,0,0.5,10,3,24.6,1794,0.897469
13,0,0.4,10,4,24.2,1620,0.712596
14,0,0.36,10,4,23.9,1006,0.678222
15,0,0.28,10,5,23.4,781,0.549683
16,0,0.21,10,6,22.8,901,0.201247
17,0,0.1,10,4,22.1,806,0.041473
18,0,0.03,10,5,21.4,1396,0
19,0,0,10,7,21.3,960,0
20,0,0,10,7,21,1519,0
21,0,0,10,6,20.7,644,0
22,0,0,10,8,20.7,788,0
23,0,0,10,8,20.3,932,0
0,0,0,10,7,20.4,1533,0
1,0,0,10,7,20.2,1320,0
2,0,0,10,7,20.2,1710,0
3,0,0,10,6,20.1,1986,0
4,0,0,10,8,20.1,2000,0
5,0,0,10,5,19.8,2000,0
6,0,0,10,7,19.7,2000,0.00152
7,0,0,10,6,19.6,2000,0.177131
8,0,0.11,10,6,20.3,2000,0.679483
9,0,0.3,9,3,21.2,2000,1.746875
10,0,0.68,9,5,23.3,2000,3.606392
11,0.6,1.67,9,1,27.8,1918,4.841266
12,0.8,1.14,9,7,26.1,2000,4.839595
13,0.3,0.95,8,5,26.4,2000,5.614463
14,0.9,1.95,7,4,31.7,2000,3.863009
15,0.8,1.26,7,7,29,2000,3.962548
16,0.7,0.89,3,3,28.3,2000,2.933642
17,1,0.94,1,1,26.3,2000,0.813024
18,0.9,0.25,0,0,23.1,2000,0.006192
19,0,0,3,0,21.4,2000,0
20,0,0,2,2,20.7,2000,0
21,0,0,0,0,19.9,2000,0
22,0,0,2,0,19.3,2000,0
23,0,0,1,1,19.3,2000,0
0,0,0,5,5,19.3,2000,0
1,0,0,0,0,18.9,2000,0
2,0,0,0,0,18.5,1986,0
3,0,0,0,0,18.1,1978,0
4,0,0,0,0,17.8,1997,0
5,0,0,0,0,17.6,2000,0
6,0,0,0,0,17.3,1979,0.021152
7,0.1,0.03,0,0,17.4,1924,0.803478
8,1,0.54,1,1,18.2,1879,2.366147
9,1,1.2,2,2,20.5,1948,4.272926
10,1,1.54,3,3,24.1,1908,5.72938
11,1,2.07,4,4,27.6,1802,5.579194
12,1,2.22,2,2,30,1555,6.623802
13,1,2.33,3,3,32.3,1324,5.471037
14,1,2.16,6,2,31.8,941,4.625055
15,1,1.91,3,3,32,936,4.136621
16,1,1.43,3,2,29.8,1497,1.936108
17,0.6,0.6,9,1,26.3,1755,0.549559
18,0.2,0.2,9,2,23.8,1536,0.071334
19,0,0,6,6,22.2,1045,0.0592
20,0,0,6,6,21.2,695,0.04848
21,0,0,5,5,20.8,323,0
22,0,0,8,0,20.6,324,0
23,0,0,9,8,20.6,304,0
0,0,0,8,8,20.8,353,0
1,0,0,10,9,20.6,399,0
2,0,0,10,9,20.5,491,0
3,0,0,10,7,20.2,530,0
4,0,0,10,8,19.8,551,0
5,0,0,10,8,19.7,463,0
6,0,0,10,7,19.6,456,8.00E-05
7,0,0,10,8,20,510,0.067326
8,0,0.01,10,6,20.1,406,0.222511
9,0,0.13,10,6,20.5,385,0.653517
10,0,0.65,9,9,23.3,715,1.496956
11,0,1.01,9,9,23.4,776,1.496061
12,0,1,9,9,25,780,4.495195
13,0.9,1.66,8,8,26.9,880,3.430002
14,0.3,1.04,9,9,25.2,1091,2.985094
15,0.7,1.53,8,8,26.6,1013,2.384247
16,0.4,0.85,10,6,24,1923,1.185202
17,0,0.22,9,9,21.4,2000,0.171093
18,0,0.14,8,8,19.2,2000,0.05826
19,0,0,7,7,17.6,2000,0.0592
20,0,0,6,6,16.8,2000,0.01888
21,0,0,0,0,15.9,2000,0
22,0,0,0,0,15.3,2000,0
23,0,0,1,0,14.7,2000,0
0,0,0,1,1,14.5,2000,0
1,0,0,3,1,14,2000,0
2,0,0,1,0,14.1,2000,0
3,0,0,2,2,13.9,2000,0
4,0,0,3,3,13.7,2000,0
5,0,0,1,1,13.5,2000,0
6,0,0,1,1,12.9,2000,0.025676
7,0,0.03,4,1,13,2000,0.822052
8,1,0.55,2,0,13.5,2000,2.996398
9,1,1.27,5,0,15.5,2000,4.696192
10,1,1.8,6,0,19.5,1951,6.1202
11,1,2.36,4,0,23.5,1995,6.692818
12,1,2.36,7,4,26.3,1931,5.589192
13,1,2.01,8,1,27,1982,5.812486
14,1,2.08,8,4,27.7,1967,5.820057
15,1,1.93,7,2,29.2,2000,3.552367
16,1,1.22,8,4,26.9,2000,1.159897
17,0.4,0.43,8,5,22.9,2000,0.240036
18,0,0.13,9,9,20.8,2000,0.058646
19,0,0,9,5,19.4,2000,0.0592
20,0,0,8,1,18.6,2000,0.0592
21,0,0,8,2,17.8,2000,0.05048
22,0,0,10,1,17.7,2000,0
23,0,0,10,0,17.4,2000,0
0,0,0,10,3,17.3,2000,0
1,0,0,10,5,17.5,2000,0
2,0,0,10,6,17.2,2000,0
3,0,0,10,6,16.9,2000,0
4,0,0,10,7,16.8,1663,0
5,0,0,10,7,16.7,1468,0
6,0,0,10,7,16.6,1770,0
7,0,0,10,8,16.6,682,0.053575
8,0,0.03,10,8,16.6,427,0.283442
9,0,0.07,10,8,16.5,432,0.283173
10,0,0.11,10,8,16.3,441,0.453992
11,0,0.1,10,9,16.4,448,0.707948
12,0,0.2,10,9,17.3,855,0.789112
13,0,0.28,10,8,17.4,1016,0.525878
14,0,0.22,10,8,17.9,359,0.54041
15,0,0.19,10,8,17.6,611,0.290216
16,0,0.14,10,8,17.7,865,0.206288
17,0,0.1,10,7,17,1381,0.05292
18,0,0.05,10,8,16.7,2000,0.00736
19,0,0,10,5,16.6,1728,0
20,0,0,8,4,16.1,1433,0
21,0,0,8,2,15.8,1149,0
22,0,0,0,0,14.4,1192,0
23,0,0,4,2,14,1438,0
0,0,0,8,8,14.2,1044,0
1,0,0,8,8,14.7,970,0
2,0,0,9,7,14.1,801,0
3,0,0,6,6,13.7,913,0
4,0,0,8,0,13.6,865,0
5,0,0,8,0,13.2,1135,0
6,0,0,5,0,12.7,960,0.003448
7,0,0.01,1,0,12.3,555,0.726723
8,1,0.46,1,1,13.7,970,2.039432
9,0.9,0.89,9,9,16.8,1050,2.977616
10,0.6,0.99,8,8,18.6,1200,5.503599
11,1,2.05,3,3,21.7,1636,7.156053
12,1,2.55,1,1,23.8,1987,7.787393
13,1,2.69,0,0,26.2,1957,7.616155
14,1,2.51,0,0,25.9,2000,7.002107
15,1,2.09,0,0,25,2000,5.559643
16,1,1.52,0,0,22.7,2000,3.295763
17,1,0.83,0,0,18,2000,0.707639
18,0.8,0.19,0,0,14.8,2000,0.05856
19,0,0,0,0,13.1,2000,0.0592
20,0,0,0,0,12.1,2000,0.0592
21,0,0,0,0,11.4,2000,0.05392
22,0,0,0,0,10.8,2000,0
23,0,0,1,0,10.4,2000,0
0,0,0,0,0,10,2000,0
1,0,0,8,0,9.7,2000,0
2,0,0,0,0,9.5,2000,0
3,0,0,0,0,9.2,2000,0
4,0,0,0,0,8.9,2000,0
5,0,0,0,0,8.6,2000,0
6,0,0,0,0,8.3,2000,0.01354
7,0.2,0.03,0,0,8.2,2000,0.825202
8,1,0.58,0,0,9.1,2000,3.135269
9,1,1.27,0,0,11.6,1971,5.243403
10,1,1.92,1,0,16.4,1967,6.598492
11,1,2.36,1,0,20.9,1998,7.395757
12,1,2.62,1,0,24,1927,7.576808
13,1,2.63,3,0,25.8,2000,6.932284
14,1,2.26,6,0,25.2,2000,5.38483
15,1,1.73,8,0,23.1,2000,3.804723
16,0.7,1.16,7,0,22.5,2000,2.645558
17,1,0.69,3,0,19.1,1979,0.620613
18,0.7,0.17,1,0,15.9,2000,0.05864
19,0,0,0,0,14.1,2000,0.0592
20,0,0,0,0,13.1,2000,0.05928
21,0,0,0,0,12.3,2000,0.0532
22,0,0,7,0,11.8,2000,0
23,0,0,5,0,11.3,2000,0
0,0,0,5,0,10.8,2000,0
1,0,0,6,0,10.5,2000,0
2,0,0,9,0,10.9,2000,0
3,0,0,10,0,11.2,2000,0
4,0,0,10,0,11.6,2000,0
5,0,0,10,0,11.8,2000,0
6,0,0,10,0,12,2000,0.011205
7,0,0.01,9,4,12.2,2000,0.368089
8,0,0.18,9,9,13.4,1970,0.98735
9,0,0.39,9,9,15.3,1922,1.464986
10,0,0.58,9,9,16.8,1958,1.636262
11,0,0.65,9,9,17.2,1899,2.538936
12,0,0.97,9,7,20,1728,4.081521
13,0.2,1.48,9,7,23.3,1970,4.826072
14,0.8,1.78,8,8,24.7,2000,2.901304
15,0.1,0.91,9,9,22.3,1832,2.029858
16,0,0.68,9,9,21,1532,0.955162
17,0,0.34,9,9,19.5,1521,0.209367
18,0,0.09,9,9,18,1302,0.05816
19,0,0,8,8,16.4,1708,0.0592
20,0,0,9,9,15.9,1846,0.00992
21,0,0,8,6,15.1,1610,0
22,0,0,8,8,14.8,1464,0
23,0,0,6,2,14.1,1514,0
0,0,0,8,8,14.5,1553,0
1,0,0,8,5,13.7,1439,0
2,0,0,7,2,13.2,1450,0
3,0,0,5,0,12.8,1402,0
4,0,0,7,0,12.7,1326,0
5,0,0,5,0,12.3,1268,0
6,0,0,2,0,12,1098,0.004083
7,0,0.01,2,2,12,953,0.671138
8,0.7,0.42,1,1,13.4,873,2.513843
9,1,1.04,0,0,15.6,1024,4.528469
10,1,1.69,0,0,19.1,897,5.274014
11,1,2.17,3,3,23.5,949,5.918044
12,1,2.42,0,0,27,1319,7.073479
13,1,2.45,0,0,28.5,1398,6.806072
14,1,2.25,0,0,29.4,1705,6.033145
15,1,1.86,0,0,29,2000,4.607201
16,1,1.32,0,0,26.6,1999,2.561229
17,1,0.66,0,0,22.8,1934,0.440732
18,0.6,0.15,0,0,19.9,2000,0.05808
19,0,0,1,0,18,2000,0.0592
20,0,0,2,0,17,1975,0.0592
21,0,0,0,0,16.3,2000,0.05424
22,0,0,0,0,15.7,2000,0
23,0,0,1,0,15.2,2000,0
0,0,0,0,0,14.7,2000,0
1,0,0,0,0,14.3,1977,0
2,0,0,5,0,14,2000,0
3,0,0,0,0,13.8,2000,0
4,0,0,0,0,13.4,2000,0
5,0,0,0,0,13.1,2000,0
6,0,0,0,0,13.1,1968,0.006043
7,0,0.02,0,0,13,1934,0.665325
8,1,0.47,0,0,13.5,1988,2.782621
9,1,1.17,0,0,15.4,1917,4.931358
10,1,1.83,0,0,18.9,1926,6.392154
11,1,2.29,0,0,23,1976,7.114882
12,1,2.53,0,0,26.7,1982,7.590623
13,1,2.54,0,0,29,1877,7.036215
14,1,2.35,1,1,29.1,1958,6.207969
15,1,1.97,4,4,28.9,1989,4.294037
16,1,1.39,3,3,26,1982,2.743328
17,1,0.68,0,0,21.8,2000,0.412402
18,0.5,0.13,1,1,18.4,2000,0.05816
19,0,0,4,1,16.6,2000,0.0592
20,0,0,2,0,15.4,2000,0.0592
21,0,0,0,0,14.6,2000,0.0532
22,0,0,0,0,13.9,2000,0
23,0,0,0,0,13.2,2000,0
0,0,0,0,0,12.7,2000,0
1,0,0,0,0,12.5,2000,0
2,0,0,0,0,12.2,2000,0
3,0,0,0,0,11.8,2000,0
4,0,0,1,0,11.5,2000,0
5,0,0,3,0,11.3,2000,0
6,0,0,3,0,11.4,2000,0.008625
7,0,0.02,1,0,11.3,2000,0.684802
8,1,0.46,5,0,12.2,1997,2.58629
9,1,1.02,4,0,14.2,1970,4.668573
10,1,1.76,0,0,18.1,1981,6.202035
11,1,2.22,0,0,22.8,1949,7.004834
12,1,2.47,0,0,27.3,1974,7.209342
13,1,2.47,0,0,30,2000,6.922101
14,1,2.25,0,0,30.8,1953,6.090061
15,1,1.84,0,0,29.8,2000,4.636037
16,1,1.27,0,0,27.2,2000,2.441504
17,1,0.63,0,0,22.8,2000,0.380792
18,0.6,0.11,0,0,19.1,2000,0.05816
19,0,0,2,0,17.2,2000,0.05912
20,0,0,4,0,16,1991,0.0592
21,0,0,4,4,15.3,2000,0.05088
22,0,0,6,6,14.7,2000,0
23,0,0,6,0,14,1985,0
0,0,0,6,6,13.9,1966,0
1,0,0,2,2,13.2,1977,0
2,0,0,0,0,12.7,1975,0
3,0,0,0,0,12.3,1768,0
4,0,0,0,0,11.9,1777,0
5,0,0,7,0,12.1,1330,0
6,0,0,2,0,11.7,1501,0.004366
7,0,0.01,1,0,11.7,1380,0.644445
8,0.7,0.4,7,0,14,1283,2.020187
