시간,일조(hr),일사(MJ/m2),전운량(10분위),중하층운량(10분위),지면온도(°C),시정(10m),전력거래량
19,0,0.04,10,2,26.1,2000,0.03728
20,0,0,10,7,21.1,1402,0
21,0,0,10,6,19.9,1816,0
22,0,0,10,5,19.1,2000,0
23,0,0,10,10,18.2,2000,0
0,0,0,10,8,17.7,2000,0
1,0,0,10,5,17.5,1986,0
2,0,0,10,5,17,2000,0
3,0,0,10,7,17.1,1997,0
4,0,0,10,6,16.7,2000,0
5,0,0,10,5,16.6,2000,0.00048
6,0,0,10,5,16.8,2000,0.026591
7,0,0.04,10,5,17.2,2000,0.562795
8,0,0.28,10,5,18.9,2000,1.177405
9,0,0.34,10,4,19.4,2000,1.718862
10,0,0.82,9,9,24,2000,3.409218
11,0.1,1.18,9,6,28.9,1989,6.256528
12,0.8,2.45,9,1,37.4,1988,5.54837
13,0.2,2.19,9,1,40.2,1968,4.118951
14,0.1,1.58,10,4,35.9,2000,4.396807
15,0,1.34,9,3,36.6,2000,3.503559
16,0.2,1.17,9,3,34.6,2000,2.552259
17,0,0.82,10,4,31.2,2000,1.312815
18,0,0.48,10,2,27.8,2000,0.33506
19,0,0.12,10,1,24.3,2000,0.037395
20,0,0.01,10,2,22.4,2000,0
21,0,0,10,4,21.5,2000,0
22,0,0,9.3333,4,20.9,2000,0
23,0,0,8.6667,7,20.2,2000,0
0,0,0,8,3,18.8,2000,0
1,0,0,7.3333,7,18.2,2000,0
2,0,0,6.6667,3,17.2,2000,0
3,0,0,6,3,16.6,2000,0
4,0,0,7,7,17.8,2000,0
5,0,0,10,8,18.3,2000,0.015152
6,0,0.03,9,9,18.4,2000,0.750613
7,0.2,0.38,9,3,21.7,2000,1.941038
8,0.9,1.23,8,8,28.4,2000,3.994802
9,0.9,1.77,4,2,38.2,1889,4.414855
10,1,2.67,7,4,45.8,2000,3.596323
11,0.3,1.53,10,6,34.7,2000,3.241294
12,0,0.82,10,7,32.9,2000,3.79496
13,0,1.04,10,7,34.6,2000,2.152525
14,0,0.97,10,7,33.5,2000,1.96339
15,0,0.34,10,7,24.8,1907,0.477345
16,0,0.14,10,6,23.7,2000,0.328091
17,0,0.11,10,7,22.1,2000,0.407639
18,0,0.12,10,7,21.6,2000,0.340731
19,0,0.08,10,7,19.6,1651,0.030616
20,0,0.04,10,6,18.4,2000,0
21,0,0,10,8,18.2,2000,0
22,0,0,10,7.5,18.2,2000,0
23,0,0,10,7,17.4,460,0
0,0,0,9,4,17.5,1906,0
1,0,0,9.3333,4,17.5,1958,0
2,0,0,9.6667,5.5,17.5,2000,0
3,0,0,10,7,17.5,1995,0
4,0,0,9,7,17.4,2000,0
5,0,0,9,6,16.6,2000,0.039102
6,0,0.03,3,3,15.9,2000,0.556912
7,0.6,0.49,1,1,16.4,1748,1.921538
8,1,1.29,2,2,23.1,1976,4.435946
9,1,2.18,5,5,30.4,1998,5.960861
10,1,2.28,6,6,33.2,1999,7.433591
11,1,2.56,5,5,30.8,1959,7.855652
12,0.8,2.29,8,8,33.7,2000,8.048038
13,1,3.18,4,4,37.2,2000,8.173117
14,0.5,1.39,7,7,33.5,1961,6.32438
15,0.7,1.59,8,8,37.2,1977,5.142931
16,1,2.45,8,8,36.7,1996,4.08118
17,0.9,1.76,2,2,37,1976,3.046694
18,1,1.28,0,0,28,2000,1.247419
19,1,0.59,0,0,24.4,1997,0.179125
20,0.6,0.09,0,0,21.4,2000,0
21,0,0,0,0,19.7,1986,0
22,0,0,0.6667,0,18.6,2000,0
23,0,0,1.3333,0,17.7,1989,0
0,0,0,2,0,17.3,1968,0
1,0,0,4.3333,0,16.8,1987,0
2,0,0,6.6667,3,16.2,1986,0
3,0,0,9,0,17,1951,0
4,0,0,9,9,17.2,1933,0
5,0,0,9,9,16.9,1957,0.095851
6,0,0.06,3,3,17.3,1923,0.7592
7,0.5,0.42,6,3,19,1277,2.067571
8,1,0.97,2,0,24.3,1004,3.955599
9,1,1.8,7,4,33.3,1030,4.793137
10,0.2,1.1,9,6,29.5,1145,3.967578
11,0.6,1.97,9,7,38,1333,4.812837
12,0.3,1.74,10,5,36.3,1094,4.96058
13,0.2,1.7,8,5,40,1554,5.98815
14,1,2.95,9,5,41.5,1119,2.354626
15,0,0.47,9,9,29.7,1025,1.580382
16,0,0.66,10,7,30.3,1152,2.229977
17,0.1,0.87,10,5,30.7,919,1.705318
18,0,0.5,9,1,28,1245,0.947125
19,0,0.45,7.3333,4,25.2,1444,0.214703
20,0,0.09,5.6667,2,22.8,1611,0
21,0,0,4,4,21,1485,0
22,0,0,5.3333,4,21.2,1438,0
23,0,0,6.6667,2,20.8,1827,0
0,0,0,8,8,19.9,1086,0
1,0,0,8.6667,7,19.8,912,0
2,0,0,9.3333,6,19.7,829,0
3,0,0,10,7,20.2,756,0
4,0,0,10,7,20.4,677,0
5,0,0,10,8,19.8,518,0
6,0,0,10,8,19.3,179,0.00272
7,0,0,10,8,18.8,272,0.075124
8,0,0.06,10,8,18.8,492,0.267663
9,0,0.17,10,8,19.8,273,1.691617
10,0,0.61,10,7,22.9,497,2.861907
11,0.1,1.25,10,7,24.7,770,3.408632
12,0,1.07,10,5,25.1,876,4.128048
13,0.1,1.55,10,6,28.6,930,4.578885
14,0.4,1.91,9,3,29.3,1282,4.133571
15,0.4,1.54,8,2,30.6,1664,3.915845
16,0.4,1.27,9,7,27.6,1723,2.152991
17,0,0.45,10,6,24.8,1866,1.079105
18,0,0.26,10,4,22.9,1935,0.640556
19,0,0.19,10,2,21.7,1956,0.038025
20,0,0.01,10,6,20.6,1594,0
21,0,0,10,6,20,1786,0
22,0,0,9.3333,1,19.6,1952,0
23,0,0,8.6667,9,19.6,2000,0
0,0,0,8,8,18.7,2000,0
1,0,0,9,4,18.5,2000,0
2,0,0,10,3,18,2000,0
3,0,0,10,7,17.6,419,0
4,0,0,10,6,17.2,627,0
5,0,0,10,5,17,1820,0.07047
6,0,0.07,10,4,17.2,2000,0.759062
7,0.5,0.56,7,7,19.1,2000,1.878241
8,0.5,0.61,9,9,19.9,1992,2.924369
9,0,0.93,9,9,23,2000,5.545881
10,0.6,1.91,4,4,28.1,1989,6.362103
11,0.7,2.24,4,2,29,1918,7.601513
12,1,3.07,5,1,33.7,2000,8.051954
13,1,3.42,6,0,35.7,1935,7.77406
14,1,3.23,5,2,36.7,1944,5.944923
15,1,2.42,7,7,35.5,1995,4.977446
16,0.9,1.91,8,8,31.8,2000,3.820377
17,0.6,1.26,8,8,29.7,2000,2.36571
18,1,1.36,6,6,26.5,2000,0.973649
19,1,0.59,4.6667,1,23.6,2000,0.173055
20,0,0.06,3.3333,3,21.3,2000,0.01424
21,0,0,2,2,19.7,2000,0
22,0,0,1.3333,1,18.6,2000,0
23,0,0,0.6667,0,17.7,2000,0
0,0,0,0,0,17.1,2000,0
1,0,0,0,0,16.6,2000,0
2,0,0,0,0,16.2,2000,0
3,0,0,0,0,15.7,2000,0
4,0,0,0,0,15.4,2000,0
5,0,0,0,0,15.1,2000,0.058496
6,0,0.05,0,0,15.3,2000,0.6374
7,0.6,0.47,0,0,16.2,1993,2.144988
8,1,1.05,0,0,20.3,1956,4.26255
9,1,1.88,0,0,26.2,2000,5.863874
10,1,2.46,7,7,32.4,1927,7.396246
11,1,2.96,0,0,37.1,1954,8.175386
12,1,3.27,1,0,40.3,1943,8.391493
13,1,3.36,3,1,42.7,1936,8.004188
14,1,3.26,6,2,43,1779,7.2676
15,1,2.89,4,2,43.2,1851,6.604869
16,1,2.58,2,1,41.2,1852,4.944328
17,1,1.93,1,1,37.5,1806,2.895661
18,1,1.23,0,0,29.8,1833,1.041187
19,1,0.57,0,0,26.8,1994,0.213312
20,0.4,0.1,0,0,23.5,1773,0.01472
21,0,0,0,0,21.9,1707,0
22,0,0,0.3333,0,20.7,1656,0
23,0,0,0.6667,0,19.9,1180,0
0,0,0,1,0,19.3,1015,0
1,0,0,1.6667,0,18.7,932,0
2,0,0,2.3333,0,18.2,994,0
3,0,0,3,0,17.9,741,0
4,0,0,4,0,17.4,531,0
5,0,0,1,0,16.9,567,0.04592
6,0,0.05,7,0,17.3,576,0.766909
7,0.2,0.42,8,0,20.4,884,2.066826
8,0.5,0.9,9,0,23.9,766,2.641847
9,0,0.97,9,0,25.5,605,2.348637
10,0,0.83,9,0,26.3,516,2.602165
11,0,0.93,9,0,28.3,523,4.110559
12,0.2,1.57,8,0,31.1,530,4.716815
13,0.1,1.81,8,0,33,639,4.898698
14,0.4,2.01,7,0,39.1,760,5.608346
15,0.9,2.4,8,0,36.3,598,3.716792
16,0.1,1.27,8,0,32.3,809,1.849716
17,0,0.66,9,0,28.9,865,1.45546
18,0,0.54,9,0,27.6,1324,1.141069
19,0,0.39,9,6,24.9,1225,0.089431
20,0,0.03,9,3,22,1060,0
21,0,0,9,0,21.4,1069,0
22,0,0,9,5,20.7,1056,0
23,0,0,9,9,19.9,920,0
0,0,0,9,0,19.7,963,0
1,0,0,9,9,18.9,990,0
2,0,0,9,9,19.2,920,0
3,0,0,9,0,18.9,865,0
4,0,0,9,0,18.6,884,0
5,0,0,9,0,18.3,824,0.06633
6,0,0.05,9,2,19.2,752,0.639303
7,0,0.3,8,3,20.6,786,1.788212
8,0.9,1.05,5,5,26.7,759,4.01481
9,1,1.8,8,0,32.5,616,5.276258
10,1,2.14,8,0,36,554,6.693282
11,1,2.84,2,0,41.4,846,7.424555
12,1,2.92,3,3,44.3,649,7.814138
13,1,3.1,3,3,46.1,689,7.51899
14,1,2.63,3,1,44.3,1382,7.239819
15,1,2.87,0,0,48.3,1590,6.311895
16,1,2.51,2,0,45.6,1830,4.865
17,1,1.94,0,0,40.5,1786,2.96785
18,1,1.27,0,0,31,1900,1.092359
19,1,0.63,0,0,27.7,2000,0.221281
20,0.7,0.12,0,0,24,2000,0.0144
21,0,0,0,0,22,2000,0
22,0,0,0,0,20.8,1927,0
23,0,0,0,0,20,1892,0
0,0,0,0,0,19.2,1740,0
1,0,0,1.3333,0,18.6,1528,0
2,0,0,2.6667,0,18.2,1414,0
3,0,0,4,0,17.9,1179,0
4,0,0,7,0,17.6,848,0
5,0,0,7,0,17.2,831,0.108368
6,0,0.08,7,0,18.4,1039,0.71084
7,0,0.32,9,0,20.8,840,1.561785
8,0,0.62,9,0,24,797,2.50739
9,0,0.93,9,0,27.5,761,3.50519
10,0,1.34,9,0,31.1,1074,4.235223
11,0.2,1.67,8,0,35.6,1472,5.724351
12,0.7,2.31,10,0,39.1,1487,5.48199
13,0.8,2.31,9,2,42.9,1482,6.606102
14,1,2.59,8,2,44.3,1377,4.897579
15,0.4,1.89,9,0,38.7,1634,4.017168
16,0,1.55,9,0,36.9,1728,3.155346
17,0,1.15,10,10,32.1,1714,1.614239
18,0,0.56,10,10,28.3,1301,0.786893
19,0,0.28,9.6667,0,25.2,1214,0.134546
20,0,0.05,9.3333,0,22.7,1041,0
21,0,0,9,4,21.6,962,0
22,0,0,8.3333,6,20.4,800,0
23,0,0,7.6667,2,19.8,771,0
0,0,0,7,7,19.2,1330,0
1,0,0,7.3333,7,19.9,958,0
2,0,0,7.6667,2,19.1,662,0
3,0,0,8,8,19.1,563,0
4,0,0,9,9,18.2,471,0
5,0,0,8,8,18.4,457,0.050766
6,0,0.03,9,9,19.9,448,0.58995
7,0.3,0.29,7,7,21.5,595,1.822131
8,0.1,0.53,9,9,23.8,566,2.243297
9,0,0.43,9,9,25,623,3.549818
10,0.5,1.44,8,8,31,740,5.541975
11,0.9,2.33,4,4,42,1070,7.953401
12,1,3.38,3,1,47.7,976,8.384972
13,1,3.36,3,0,50.3,1078,8.145335
14,1,3.24,2,0,51.2,990,7.432666
15,1,3.04,2,0,50,1558,6.280967
16,1,2.55,0,0,46.4,1103,4.964817
17,1,1.93,1,0,41.8,1137,2.966992
18,1,1.26,1,0,31.6,1246,1.125031
19,1,0.6,1,0,27.8,1236,0.236884
20,0.4,0.11,1,0,23.7,895,0.0144
21,0,0,1,0,21.6,758,0
22,0,0,4,0,20.4,684,0
23,0,0,7,8,20.8,494,0
0,0,0,10,10,21.6,547,0
1,0,0,9,10,21.7,582,0
2,0,0,8,10,21.3,575,0
3,0,0,7,7,19.8,607,0
4,0,0,8,8,19.2,465,0
5,0,0,8,8,19.5,677,0.026241
6,0,0.04,9,9,20.5,709,0.607998
7,0,0.21,8,8,22,683,1.964671
8,0.9,1.15,6,6,27.1,821,3.206189
9,1,1.77,4,4,35.1,940,5.918855
10,1,2.54,1,1,41.5,977,7.181931
11,1,3.01,1,1,47.4,943,8.031994
12,1,3.26,1,1,51.5,1103,8.427371
13,1,3.42,1,1,53,1921,7.744231
14,1,3.14,1,1,50.6,1833,7.495177
15,1,2.96,0,0,51.5,1619,6.023966
16,1,2.62,1,1,48.9,1622,4.717431
17,1,2.04,1,1,43.4,1715,2.773998
18,1,1.35,1,0,31.6,1933,1.110335
19,1,0.62,0.6667,0,28,2000,0.216171
20,0.7,0.08,0.3333,0,24.2,1779,0.01512
21,0,0,0,0,22.2,1455,0
22,0,0,0.6667,0,21.1,1042,0
23,0,0,1.3333,0,20,1188,0
0,0,0,2,0,19,885,0
1,0,0,1.3333,0,18.4,525,0
2,0,0,0.6667,0,18.2,370,0
3,0,0,0,0,17.5,345,0
4,0,0,0,0,17,322,0
5,0,0,0,0,16.4,384,0.072668
6,0,0.06,2,0,16.7,448,0.657848
7,0.6,0.46,3,0,18.3,814,2.192388
8,1,1.29,2,0,24.7,771,4.205812
9,1,1.94,2,0,33.2,822,6.049199
10,1,2.57,2,0,41,1792,7.263738
11,1,3.02,3,0,46.8,1608,7.882649
12,1,3.21,7,0,51,1777,7.766771
13,1,3.17,8,0,53.6,1792,7.704824
14,1,3.21,8,0,53.9,1780,6.442877
15,1,2.57,8,0,49.1,1977,5.780624
16,1,2.17,7,0,46.6,1246,4.664332
17,1,1.9,7,0,43.6,1834,2.985595
18,1,1.24,7,0,33.6,1977,1.066684
19,0.8,0.52,6.6667,0,28.6,2000,0.190006
20,0,0.07,6.3333,0,24.7,2000,0.01472
21,0,0,6,0,22.5,2000,0
22,0,0,7,0,21.4,2000,0
23,0,0,8,0,21.1,1810,0
0,0,0,9,0,20.8,2000,0
1,0,0,9,5,20.8,2000,0
2,0,0,9,9,20.7,2000,0
3,0,0,9,0,20.5,1891,0
4,0,0,9,0,20.2,1985,0
5,0,0,9,2,19.7,2000,0.008012
6,0,0.01,9,0,20.2,2000,0.423344
7,0,0.2,9,3,22.3,1911,1.412463
8,0,0.62,9,0,26.6,1887,3.195203
9,0.7,1.31,9,0,30.4,1939,4.405063
10,0.8,1.66,9,0,37.3,1900,6.510929
11,1,2.7,9,0,45.5,1841,6.980161
12,1,2.93,9,0,45.6,1849,6.296178
13,0.6,2.08,9,0,44.8,1649,6.816524
14,1,2.88,9,0,45.5,1401,7.004755
15,1,2.65,9,0,48.2,1337,6.014147
16,1,2.41,6,0,46.2,1232,4.0186
17,1,1.62,7,0,40.8,1117,1.907128
18,0.4,0.64,8,0,32.1,1119,0.938952
19,0,0.38,7,1,28.8,1083,0.248095
20,0,0.1,6,0,25.3,1018,0.01432
21,0,0,5,0,23.6,694,0
22,0,0,5.3333,4,22.6,473,0
23,0,0,5.6667,8,21.9,396,0
0,0,0,6,6,21.2,374,0
1,0,0,6,2,20.4,345,0
2,0,0,6,10,19.9,222,0
3,0,0,6,6,19.5,194,0
4,0,0,7,7,19.1,223,0
5,0,0,6,6,19,251,0.02956
6,0,0.01,10,10,20.9,255,0.340074
7,0,0.16,10,10,22.9,338,1.226445
8,0.1,0.51,9,9,25.6,351,3.186582
9,0.9,1.64,0,0,33.4,482,5.399294
10,1,2.33,0,0,41,570,6.638752
11,1,2.82,0,0,46.8,557,7.402633
12,1,3.15,0,0,52.1,809,7.60977
13,1,3.24,0,0,54.7,1240,7.628587
14,1,3.12,0,0,55.2,1050,7.060717
15,1,2.85,0,0,54,1400,6.003605
16,1,2.38,0,0,50,1427,4.491526
17,1,1.79,0,0,44.9,1640,2.685036
18,1,1.15,1,0,35.1,1805,0.958933
19,0.9,0.45,3.6667,0,29.9,1990,0.240025
20,0.2,0.1,6.3333,0,26,1960,0.01472
21,0,0,9,0,24.2,1295,0
22,0,0,8,0,22.9,1098,0
23,0,0,7,0,22.2,890,0
0,0,0,6,0,21.4,715,0
1,0,0,5.3333,0,20.9,619,0
2,0,0,4.6667,0,20.6,709,0
3,0,0,4,0,20.1,684,0
4,0,0,4,0,20,702,0
5,0,0,8,0,20,569,0.046946
6,0,0.05,8,0,20.6,604,0.742204
7,0,0.37,8,0,23.6,830,1.584745
8,0.4,0.74,6,0,27.1,960,3.117793
9,0.7,1.28,9,0,31,1079,2.897431
10,0.1,1.16,9,0,35.3,901,4.23282
11,0.4,1.77,8,0,43.6,912,6.825676
12,1,2.9,8,0,50.9,1220,7.084866
13,1,2.91,8,0,52.6,1022,6.514733
14,1,2.71,7,0,53.1,982,5.696659
15,1,2.3,8,0,49.6,1243,4.139118
16,0.8,1.74,8,0,47.4,928,3.332785
17,0.9,1.36,8,0,40.8,990,1.686081
18,0.5,0.74,8,0,35.7,931,0.864834
19,0,0.32,8.3333,0,31.2,956,0.222349
20,0,0.09,8.6667,0,27.8,964,0
21,0,0,9,0,26.1,1083,0
22,0,0,9,9,25.9,1001,0
23,0,0,9,8,25.4,920,0
0,0,0,9,5,25.2,805,0
1,0,0,9.3333,1,24.7,884,0
2,0,0,9.6667,7,24.4,760,0
3,0,0,10,3,23.9,870,0
4,0,0,10,3,23.4,1293,0
5,0,0,10,5,21.6,876,8.00E-05
6,0,0,10,5,21.4,537,0.027454
7,0,0.03,10,6,21,376,0.058979
8,0,0.05,10,8,20.9,159,0.063843
9,0,0.06,10,8,20.9,143,0.334752
10,0,0.12,10,8,20.8,103,0.13296
11,0,0.09,10,9,20.7,129,0.493869
12,0,0.15,10,8,21.1,257,0.395626
13,0,0.11,10,7,21,338,1.285083
14,0,0.26,10,7,22.1,381,0.748886
15,0,0.21,10,9,22.5,311,0.328575
16,0,0.08,10,8,22.9,441,0.262497
17,0,0.07,10,7,23.3,362,0.070859
18,0,0.03,10,7,23.4,261,0.051737
19,0,0.03,10,7,23.4,242,0.00598
20,0,0,10,8,23.2,214,0
21,0,0,10,7,22.8,227,0
22,0,0,10,7,22.3,222,0
23,0,0,9,9,21.5,698,0
0,0,0,10,7,20.7,896,0
1,0,0,10,8,20.5,182,0
2,0,0,10,7,20.3,201,0
3,0,0,10,8,20.1,282,0
4,0,0,10,10,20,217,0
5,0,0,10,10,20,402,0.00312
6,0,0,10,10,20.1,157,0.151296
7,0,0.06,10,10,20.6,188,0.479324
8,0,0.25,10,10,21.8,200,1.064026
9,0,0.39,10,10,22.8,287,3.607353
10,0.2,1.34,9,9,27.4,596,4.823585
11,0.9,2.38,8,8,31.2,827,4.15698
12,0.9,2.15,9,9,32,992,4.560012
13,0.4,2.14,9,9,32.4,850,2.921354
14,0.1,1.45,9,9,29.2,720,3.178976
15,0.4,1.61,9,9,30.2,638,1.54204
16,0,0.52,10,10,26.5,578,0.93527
17,0,0.48,10,6,26.4,796,1.21684
18,0,0.52,10,6,25.9,1125,0.767126
19,0,0.24,8,3.5,24.5,1131,0.044484
20,0,0.03,6,1,22.8,833,0
21,0,0,4,0,21.5,1145,0
22,0,0,5.3333,2,20.9,1099,0
23,0,0,6.6667,10,21.6,490,0
0,0,0,8,8,21.2,482,0
1,0,0,9,9,21.7,610,0
2,0,0,10,6,22,667,0
3,0,0,10,7,22,618,0
4,0,0,10,6,22,298,0
5,0,0,10,8,21.6,333,0.029302
6,0,0.04,9,9,21.9,373,0.679776
7,0.4,0.4,7,2,22.9,866,1.777352
8,1,0.96,9,9,25.9,1581,1.960536
9,0,0.63,9,9,25.9,1418,1.79958
10,0,0.7,9,9,27,1386,3.493546
11,0.3,1.3,9,9,30.5,1806,3.552414
12,0.2,1.3,9,8,29.7,1863,3.053816
13,0,1.1,9,8,30,1575,2.245912
14,0,0.91,9,9,29.5,1126,2.347164
15,0,1.01,9,9,28.1,1370,1.946898
16,0,0.5,10,8,26.1,961,0.368662
17,0,0.11,10,9,22.6,254,0.47281
18,0,0.14,10,8,21.1,222,0.492802
19,0,0.19,10,6,21.9,1747,0.02191
20,0,0.02,10,5,21.9,1431,0
21,0,0,10,7,21.8,1314,0
22,0,0,10,8,21.9,766,0
23,0,0,10,10,21.9,293,0
0,0,0,10,10,22,357,0
1,0,0,10,8,22.1,387,0
2,0,0,10,8,22.2,269,0
3,0,0,10,8,22.1,290,0
4,0,0,10,8,22.2,278,0
5,0,0,10,9,22.1,152,0
6,0,0,10,8,21.9,190,0.255386
7,0,0.03,10,8,22.2,269,0.788374
8,0,0.26,9,9,23.4,389,1.585644
9,0.3,0.76,9,9,25.9,538,2.558332
10,0.6,1.58,9,9,30.6,617,3.013852
11,0.3,1.41,9,9,31,644,4.79353
12,0.7,2.15,7,7,33.8,758,5.900532
13,0.8,2.37,7,7,34.6,732,6.117948
14,1,2.62,5,5,36.2,760,5.540962
15,1,2.47,4,4,35.8,742,3.95863
16,1,2.36,4,4,35.5,987,3.402297
17,1,1.33,3,3,31.6,1014,2.541578
18,0.9,1.05,3,1,28,959,0.710097
19,0.4,0.28,5,0,25.6,829,0.231849
20,0.4,0.12,7,0,23.6,792,0
21,0,0,9,0,22.7,644,0
22,0,0,8,0.3333,21.9,500,0
23,0,0,7,0.6666,21.4,436,0
0,0,0,6,1,21.1,375,0
1,0,0,6,3,20.8,323,0
2,0,0,6,6,20.3,295,0
3,0,0,6,5,20,274,0
4,0,0,6,6,20,244,0
5,0,0,9,9,21.1,289,0.00222
6,0,0.01,10,7,21.9,303,0.101283
7,0,0.07,10,6,22.8,299,0.827081
8,0,0.37,10,10,25,313,2.030731
9,0,0.53,10,10,25.4,295,2.227338
10,0,0.66,10,10,28,358,3.048737
11,0.1,1.36,10,5,29,430,4.909881
12,0,0.39,10,8,25.2,166,3.963229
13,0,0.71,10,4,28.4,390,4.499861
14,0.4,1.84,10,10,31.8,736,2.702058
15,0,0.93,10,5,30.4,733,2.130098
16,0,0.61,10,7,28.7,880,2.334075
17,0,0.46,10,8,27.8,616,1.270622
18,0,0.65,10,8,28.1,1237,0.318024
19,0,0.11,10,7,25,958,0.168094
20,0,0.06,9,2,24,1276,0
21,0,0,8,2,23,1552,0
22,0,0,8.3333,0,22.4,1153,0
23,0,0,8.6667,0,21.9,989,0
0,0,0,9,0,21.8,1259,0
1,0,0,9,8,21.8,1072,0
2,0,0,9,3,21.9,1187,0
3,0,0,9,6,22,1455,0
4,0,0,10,7,22,1547,0
5,0,0,10,6,21.9,1076,0.00146
6,0,0.01,10,6,21.8,1262,0.121091
7,0,0.08,10,6,22.1,1617,0.312855
8,0,0.14,10,6,22.6,805,0.571736
9,0,0.22,10,7,22.9,624,0.298354
10,0,0.13,10,7,22.2,266,0.373976
11,0,0.15,10,6,21.3,105,0.297177
12,0,0.17,10,7,21.7,653,0.548224
13,0,0.2,10,9,22.1,760,0.802334
14,0,0.29,10,6,22.6,1522,0.647243
15,0,0.14,10,9,22.4,324,0.857705
16,0,0.25,10,6,22.9,1745,0.655659
17,0,0.21,10,8,23.4,1661,0.224535
18,0,0.09,10,5,22.5,673,0.010971
19,0,0.01,10,7,21.8,509,0
20,0,0,10,7,21.7,534,0
21,0,0,10,7,21.6,692,0
22,0,0,10,7,21.4,540,0
23,0,0,10,7,21.2,523,0
0,0,0,10,7,21.1,680,0
1,0,0,10,7,21,1451,0
2,0,0,10,7,21,1018,0
3,0,0,10,7,20.8,866,0
4,0,0,10,7,20.4,2000,0
5,0,0,10,7,20.4,2000,0
6,0,0,10,7,20.5,1262,0.01652
7,0,0,10,7,20.7,1801,0.211071
8,0,0.11,10,7,21.3,1627,0.391987
9,0,0.14,10,8,21.5,825,0.715177
10,0,0.27,10,8,22.3,563,0.75226
11,0,0.25,10,8,22.9,591,1.40787
12,0,0.46,10,8,24.6,945,1.02978
13,0,0.3,10,8,24.4,367,1.766126
14,0,0.53,10,8,25,434,2.656362
15,0,0.78,9,7,28.6,590,2.606976
16,0.1,0.88,10,7,28.3,601,1.43568
17,0,0.49,10,7,27.3,751,1.103247
18,0,0.25,10,8,25.5,1742,0.55055
19,0,0.23,10,9,24.4,1118,0.047994
20,0,0.04,10,8,23.3,1814,0
21,0,0,10,7,23.2,1038,0
22,0,0,10,7,23.1,585,0
23,0,0,10,7,22.9,662,0
0,0,0,8,8,22.4,927,0
1,0,0,9,9,22.4,958,0
2,0,0,9,1,22.4,1026,0
3,0,0,9,5,22.3,1734,0
4,0,0,9,9,22.1,1808,0
5,0,0,5,2,21.6,1383,0.03044
6,0,0.05,8,4,22,1937,0.497494
7,0.2,0.38,8,3,23.7,1908,1.892671
8,0.3,0.53,8,8,25.1,1986,3.386198
9,0.3,1.11,6,6,28.9,1920,5.835411
10,1,2.14,2,1,33.8,1870,6.647419
11,1,2.72,7,2,37.5,1953,6.525129
12,0.9,2.54,7,3,36.5,2000,6.888442
13,1,3.11,6,3,37.4,1961,6.142457
14,0.4,1.47,7,5,34.8,2000,5.08703
15,0.9,2.99,7,2,40.3,1962,4.434611
16,1,1.63,7,1,33.9,2000,4.949
17,0.9,1.92,5,1,35.4,2000,3.404736
18,1,1.53,7,7,30.6,1880,1.53976
19,1,0.65,7,3,28.3,2000,0.250625
20,0.2,0.11,4.5,7,26.1,2000,0
21,0,0,2,2,25,2000,0
22,0,0,2,0,24.4,1806,0
23,0,0,2,1,23.9,2000,0
0,0,0,2,2,23.5,2000,0
1,0,0,4.3333,0,23.2,2000,0
2,0,0,6.6667,7,23.1,2000,0
3,0,0,9,3,23.5,1857,0
4,0,0,4,4,23.1,2000,0
5,0,0,2,2,22.3,2000,0.050757
6,0,0.05,8,0,22.9,1969,0.665123
7,0,0.33,8,8,24.9,2000,1.732654
8,1,1.33,3,1,27.7,1909,4.065465
9,0.9,1.31,2,1,30,1941,5.889704
10,0.9,1.74,5,4,31.1,1519,6.975945
11,0,2.61,6,5,36.2,1861,5.991159
12,0,2.26,7,6,37.4,1741,5.886003
13,0.2,2.75,6,5,39.4,1657,5.272372
14,0.9,2.46,7,5,41.4,1479,5.426526
15,0.9,2.03,7,4,40.7,1912,5.948534
16,1,2.19,4,2,41.2,1882,4.632051
17,1,1.82,4,1,38.9,1943,2.815926
18,1,0.99,8,1,33.3,1933,1.125202
19,0.6,0.5,8,2,29.9,1978,0.199891
20,0,0.06,8,2,27.1,1949,0.01352
21,0,0,8,2,25.8,1908,0
22,0,0,8,1,24.6,1808,0
23,0,0,8,3,24.1,1596,0
0,0,0,8,3,23.5,1365,0
1,0,0,8.3333,1,23.3,1121,0
2,0,0,8.6667,5,23.2,879,0
3,0,0,9,3,23.1,878,0
4,0,0,8,6,23.3,924,0
5,0,0,10,7,23.3,838,0.00056
6,0,0,10,7,23.5,768,0.117792
7,0,0.05,10,7,23.9,445,0.497338
8,0,0.21,10,7,24.6,308,1.19453
9,0,0.49,10,7,25.9,632,2.466813
10,0.1,1.22,9,6,29.4,1028,4.167715
11,0,0.86,9,6,29.5,1340,4.470898
12,0,1.2,8,8,30.5,1744,4.822917
13,0.1,1.43,7,7,35.7,1772,5.354347
14,0.5,1.73,8,8,35.1,1242,4.511834
15,0.5,1.55,8,8,35.5,1806,3.603747
16,0.3,0.96,7,7,32.1,2000,2.776118
17,0,0.52,9,9,28.9,1971,1.059061
18,0,0.21,8,8,27,2000,0.902325
19,0.2,0.36,8,3,26.8,2000,0.184748
20,0,0.09,8,1,24.5,2000,0
21,0,0,8,8,23.6,2000,0
22,0,0,8,6,22.5,2000,0
23,0,0,8,4,22.4,2000,0
0,0,0,8,8,22,2000,0
1,0,0,7.6667,2,21.3,2000,0
